MAG	Taxonomy	Domain	KigCas0	KigCa35	KigOff0	KigOff40	KigOffSurface	MahCa10	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9	MahCa50	MahCa65	KigCa65	KigOff80	KigC100	MahC100	KigC150	KigC250	KigC300	KigC1200	KigOff120	MahC200	MahC400	Epi	Oxy	Hypo	Completeness	Nb of Scaffolds
K_DeepCast_300m_m1_142	CP Nealsonbacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.84	0.94	0.65	0	0.64	0.93	0	0	4.2	53.48	157
K_Offshore_120m_mx_096	CP Parcubacteria	Bacteria	0.03	0.03	0.02	0.04	0.03	0.03	0.03	0.04	0.03	0.04	0.04	0.04	0.03	0.04	0.04	0.5	0.23	0.18	0.12	0.16	0.23	1.46	0.17	0.18	0.35	0.87	2.5	43.17	330
K_DeepCast_65m_m2_166	CP Parcubacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0.23	0.15	0.13	0.14	0.3	0.42	0.06	0.1	0.01	0.6	1.29	37.68	119
K_Offshore_120m_m1_009	CP Peribacteria	Bacteria	0.04	0.05	0.01	0.05	0.03	0.07	0.02	0.04	0.01	0.03	0.06	0.04	0.01	0.03	0.06	2.95	1.65	0.7	0.54	0.7	1.11	5.49	0.47	0.93	0.41	4.75	9.93	80.09	36
K_DeepCast_65m_m2_238	CP Perigrinibacteria	Bacteria	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.85	0.48	0.18	0.14	0.19	0.36	1.67	0.13	0.25	0.03	1.33	2.92	73.04	133
M_DeepCast_400m_m2_140	CP Roizmanbacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0.82	1.12	1.03	0	0.66	1.54	0	0.01	5.37	35.34	313
M_DeepCast_50m_m1_133	CP Rokubacteria	Bacteria	0.03	0.04	0.03	0.04	0.03	0.06	0.02	0.01	0.02	0.03	0.02	0.01	0.02	0.03	0.02	4.69	2.6	1.74	1.15	1.77	3.65	5.88	1.33	1.48	0.31	7.37	16.99	91.03	159
M_DeepCast_50m_m1_244	CP Rokubacteria	Bacteria	0	0.01	0	0.01	0	0.05	0	0.01	0	0	0	0.01	0	0	0	2.54	1.34	0.95	0.55	1.01	1.57	4.58	0.78	0.91	0.09	3.9	10.37	82.76	299
K_DeepCast_1200m_m2_081	CP Saccharibacteria	Bacteria	0.17	0.11	0	0	0	0.01	0.2	0.04	0.1	0.07	0.18	0.04	0.1	0.07	0.18	0.06	0.03	0.48	0.66	2.16	4.55	0	0.18	2.16	0.87	0.48	10.19	62.82	7
K_DeepCast_250m_mx_219	CP Shapirobacteria	Bacteria	0	0	0	0.04	0.01	0.02	0	0	0.02	0.01	0.01	0	0.02	0.01	0.01	0.01	0.03	1.41	1.59	1.35	1.01	0	1.77	1.19	0.11	0.08	8.33	55.12	161
K_DeepCast_150m_m1_139	CP Shapirobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	3.73	7.01	4.93	3.72	0	7.12	5.48	0	0.04	32.01	54.17	127
M_DeepCast_50m_m2_049	CP Staskawiczbacteria	Bacteria	0.04	0.05	0.01	0.03	0.03	0.04	0.05	0.05	0.04	0.05	0.07	0.05	0.04	0.05	0.07	1.07	0.36	0.29	0.19	0.23	0.35	1.64	0.25	0.31	0.46	1.64	3.27	63.33	138
K_DeepCast_300m_mx_184	CP Staskawiczbacteria	Bacteria	0.08	0.09	0.01	0.02	0.03	0.02	0.02	0.03	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.01	0.26	0.74	1.11	0.81	0.08	0.6	1.13	0.35	0.12	4.74	22.52	181
M_DeepCast_50m_m1_122	CP Tectomicrobia	Bacteria	0.46	0.41	0.31	0.49	0.42	0.37	0.53	0.4	0.45	0.66	0.56	0.4	0.45	0.66	0.56	1.02	0.72	0.6	0.57	0.56	0.7	1.95	0.51	0.83	5.05	3.81	5.72	9.25	310
K_Offshore_120m_mx_063	CP Tectomicrobia	Bacteria	0.27	0.42	0.11	0.31	0.26	0.24	0.27	0.41	0.29	0.34	0.39	0.41	0.29	0.34	0.39	1.12	0.77	0.76	0.55	0.59	0.73	2.8	0.76	0.77	3.3	3.32	6.96	34.73	1914
K_DeepCast_65m_m2_066	CP Tectomicrobia	Bacteria	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.96	0.23	0.31	0.16	0.5	0.72	1.19	0.31	0.26	0.02	1.2	3.44	75.88	1270
K_Offshore_120m_m2_035	CP TM6	Bacteria	0.66	0.88	0.2	0.47	0.49	0.67	1.26	2.47	1.07	0.98	1.13	2.47	1.07	0.98	1.13	0.82	0.34	0.63	0.57	0.47	0.61	3.36	0.93	0.92	10.3	6.82	7.49	63.34	349
K_Offshore_40m_m1_063	CP TM6	Bacteria	0.4	0.41	0.35	1.02	0.85	0.06	0.08	0.19	0.07	0.09	0.08	0.19	0.07	0.09	0.08	0.03	0.02	0.2	0.26	0.25	0.32	0.1	0.07	0.1	3.59	0.48	1.28	77.46	52
K_DeepCast_35m_m1_037	CP TM6	Bacteria	1.07	0.99	0.11	0.17	0.19	0.08	0.13	0.23	0.13	0.16	0.23	0.23	0.13	0.16	0.23	0.09	0.04	0.59	0.74	0.48	0.72	0.26	0.17	0.11	3.48	0.88	3.09	61.38	104
M_DeepCast_50m_m1_120	CP TM6	Bacteria	0.01	0.02	0.01	0.01	0.01	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.6	0.09	0.07	0.05	0.07	0.1	0.45	0.12	0.16	0.14	0.74	1.03	32.28	233
M_DeepCast_50m_m1_090	CP Urhbacteria	Bacteria	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85	0.29	0.14	0.1	0.13	0.2	0.5	0.16	0.21	0.04	1.15	1.45	68.98	126
M_DeepCast_50m_m2_233	CP Urhbacteria	Bacteria	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	1.29	0.75	0.31	0.2	0.27	0.53	0.4	0.19	0.34	0.01	2.03	2.24	64.36	96
K_DeepCast_150m_m2_105	CP WWE1	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	2.57	3.97	4.59	2.69	0	4.07	4.46	0	0.02	22.35	73.93	436
K_DeepCast_250m_m1_043	CP WWE1	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.91	2.12	1.75	0.9	0	2.1	2.11	0	0.01	9.88	95.48	287
M_DeepCast_400m_m2_266	CP WWE3	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	1.02	1.4	1.32	0.01	0.71	1.87	0.01	0.01	6.52	55.37	218
K_DeepCast_250m_m1_240	CP WWE3	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.84	1.32	0.67	0.42	0	1.36	0.73	0	0.01	5.34	31.94	123
K_Offshore_80m_m2_058	CP Zixibacteria	Bacteria	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.33	0.11	0.12	0.09	0.15	0.21	1.67	0.18	0.17	0.03	0.44	2.58	96.09	431
K_Offshore_40m_m2_103	CP Tanganyikabacteria	Bacteria	1.63	2.04	2.25	3.58	1.79	0.75	0.62	0.16	0.95	0.8	0.21	0.16	0.95	0.8	0.21	0.32	0.16	1.42	1.51	0.92	1.4	0.03	0.59	0.75	14.78	2.59	6.62	91.45	41
K_DeepCast_65m_m2_236	CP Tanganyikabacteria	Bacteria	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.35	0.2	0.11	0.08	0.08	0.17	0.34	0.12	0.11	0.04	0.56	0.99	56.81	1032
M_DeepCast_65m_m2_071	CP Tanganyikabacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	1.59	0.12	0.08	0.14	0.11	0.06	0.15	0.14	0.03	1.63	0.8	96.58	514
K_DeepCast_100m_m2_001	CP Ziwabacteria	Bacteria	0	0	0	0	0	0	0.01	0.01	0.02	0	0	0.01	0.02	0	0	0.01	0.44	1.21	0.3	0.41	0.4	0.05	0.65	0.37	0.05	0.49	3.39	77.48	1349
K_DeepCast_100m_m2_307	CP Ziwabacteria	Bacteria	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0	0	0.35	0.87	0.46	0.56	0.32	0.01	1.1	0.63	0.03	0.38	3.95	73.74	742
K_DeepCast_100m_m2_321	CP Ziwabacteria	Bacteria	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0	0.01	0.54	1.36	0.73	0.85	0.48	0.03	1.24	0.71	0.03	0.56	5.4	98.35	425
M_DeepCast_200m_mx_001	Cyanobacteria	Bacteria	423.94	251.52	290.9	235.56	296.84	202.94	302.45	65.38	177.12	143.42	159.08	65.38	177.12	143.42	159.08	78.22	56.75	273.06	249.36	194.56	312.27	3.56	155.43	185.33	2549.14	679.97	1373.58	65.02	100
M_DeepCast_100m_m1_202	Cyanobacteria	Bacteria	120.6	71.75	83.97	67.3	84	62.14	96.13	19.01	56.05	42.06	46.15	19.01	56.05	42.06	46.15	22.94	16.76	79.4	72.39	55.83	89.58	1.01	44.9	53.78	749.16	202.97	396.89	14.72	167
M_surface_7_m1_184	Cyanobacteria	Bacteria	103.71	60.27	71.35	56.94	71.14	53.02	82.73	16.07	48.07	36.25	39.25	16.07	48.07	36.25	39.25	19.43	14.27	67.29	61.57	46.83	75.5	0.87	37.55	44.82	638.8	173.33	334.42	8.47	109
M_DeepCast_100m_m1_067	Cyanobacteria	Bacteria	104.25	63.14	65.36	60.38	64.11	33.81	41.69	9.68	27.45	23.4	20.45	9.68	27.45	23.4	20.45	13.5	10.1	71.25	62.77	48.1	76.56	0.76	28.01	32.21	513.72	104.58	319.64	88.18	162
K_Offshore_surface_mx_199	Cyanobacteria	Bacteria	33.14	48.2	10.85	25.3	25.75	25.29	54.89	110.14	51.7	47.03	53.34	110.14	51.7	47.03	53.34	10.95	5.65	20.89	22.56	14.14	18.74	13.18	37.93	36	485.63	278.81	163.44	23.99	455
M_surface_9_mx_156	Cyanobacteria	Bacteria	43.84	27.08	27.94	23.9	31.92	22.92	36.66	7.93	21.21	16.43	19.28	7.93	21.21	16.43	19.28	8.41	6.29	26.95	24.4	19.33	30.66	0.37	17.64	19.4	279.1	79.55	138.74	6.66	109
K_Offshore_surface_mx_266	Cyanobacteria	Bacteria	7.78	50.07	1.15	33.76	31.67	10.9	11.19	16.55	45.72	13.27	25.29	16.55	45.72	13.27	25.29	7.3	4.07	37.94	27.61	12.49	12.43	59.41	23.39	15.04	247.36	112.2	188.31	15.44	8
K_DeepCast_35m_m2_155	Cyanobacteria	Bacteria	32.39	20.48	29.6	27.22	29.49	14.19	20.51	5.41	14.41	10.95	10.51	5.41	14.41	10.95	10.51	5.05	3.95	20.8	18.2	15.21	23.95	0.32	10.63	13.29	215.15	50.28	102.39	88.68	165
M_surface_6_m1_267	Cyanobacteria	Bacteria	25.51	15.39	17.57	13.86	17.48	16.84	26.59	5.13	14.83	11.62	13.59	5.13	14.83	11.62	13.59	5.92	4.47	17.19	15.36	11.81	19.04	0.25	12.38	13.64	178.4	55.56	89.66	17.91	120
K_DeepCast_0m_m1_088	Cyanobacteria	Bacteria	20.81	13.91	15.21	12.77	16.39	17.39	27.52	5.81	14.91	11.85	15.54	5.81	14.91	11.85	15.54	6.01	4.69	14.04	12.78	10.34	16.3	0.26	14.72	14.65	172.1	58.82	83.08	53.27	394
K_DeepCast_150m_m2_101	Cyanobacteria	Bacteria	13.36	9.25	9.46	7.38	10.33	16.54	27.02	5.31	13.78	11.42	15.51	5.31	13.78	11.42	15.51	5.54	4.43	9.44	8.66	6.92	10.94	0.22	14.11	13.29	139.36	56	63.57	80.05	467
K_DeepCast_100m_m1_010	Cyanobacteria	Bacteria	9.88	7.58	6.34	5.89	7.92	10.92	16.52	4.33	8.1	6	10.65	4.33	8.1	6	10.65	3.71	2.74	6.73	6.05	5.31	8.2	0.15	9.3	8.72	94.14	35.53	44.45	72.96	450
K_DeepCast_0m_mx_006	Cyanobacteria	Bacteria	7.93	7.43	2.53	6.61	14.84	4.05	8.53	15.23	6.83	7.03	6.65	15.23	6.83	7.03	6.65	1.15	0.63	4.09	4.03	2.79	2.88	0.9	4.72	3.68	87.66	37.52	23.08	47.41	2124
M_DeepCast_10m_m2_174	Cyanobacteria	Bacteria	10.43	6.79	6.98	5.9	7.71	8.03	12.11	2.93	6.62	5	7.71	2.93	6.62	5	7.71	2.81	2.13	6.86	6.2	4.91	7.77	0.11	6.28	6.53	80.22	27.2	38.66	95.27	555
K_DeepCast_150m_m2_036	Cyanobacteria	Bacteria	7.55	5.42	4.74	4.22	5.8	7.88	12.51	2.89	6.28	4.97	7.71	2.89	6.28	4.97	7.71	2.68	2.04	5.07	4.48	3.74	5.81	0.11	6.5	6.2	69.97	26.57	31.9	93.06	310
K_DeepCast_0m_mx_036	Cyanobacteria	Bacteria	4.54	5.23	1.51	3.98	5.66	2.59	5.43	11.64	4.76	4.82	4.82	11.64	4.76	4.82	4.82	1.02	0.55	2.5	2.66	1.72	2.04	0.93	3.07	2.94	54.99	27.61	15.85	22.68	1261
M_surface_7_m2_037	Cyanobacteria	Bacteria	4.94	3.25	3.26	2.53	3.61	5.77	9.61	1.92	4.94	4.55	5.81	1.92	4.94	4.55	5.81	1.95	1.58	3.17	2.98	2.26	3.61	0.07	4.56	4.37	50.19	20.75	21.02	73.39	209
K_DeepCast_0m_m2_193	Cyanobacteria	Bacteria	6.3	4.03	4.28	3.56	4.54	3.68	5.65	1.21	3.26	2.47	2.93	1.21	3.26	2.47	2.93	1.33	1	4.23	3.81	3.1	4.89	0.07	2.99	3.19	41.91	12.2	22.28	96.2	852
M_surface_10_m2_119	Cyanobacteria	Bacteria	5.76	3.65	5.15	4.12	6.14	3.38	5.41	0.88	2.91	2.13	2.28	0.88	2.91	2.13	2.28	1.39	1.08	4.09	3.59	2.83	4.38	0.65	3.34	3.1	41.81	10.66	21.98	98.46	118
K_Offshore_40m_mx_246	Cyanobacteria	Bacteria	4.78	4.35	2.36	2.72	5.15	1.89	3.4	8.61	2.08	2.03	4.43	8.61	2.08	2.03	4.43	0.74	0.55	2.99	2.7	2.56	3.4	0.89	1.91	1.73	41.8	18.45	16.19	17.15	2
K_DeepCast_35m_m1_288	Cyanobacteria	Bacteria	5.47	3.85	3.48	2.82	3.78	4.06	6.13	1.44	3.52	2.85	3.58	1.44	3.52	2.85	3.58	1.44	1.11	3.71	3.41	2.7	4.29	0.08	3.55	3.5	40.98	13.94	21.24	82.63	515
M_surface_10_m1_298	Cyanobacteria	Bacteria	5.01	3.31	3.05	2.68	3.5	3.51	5.53	1.27	2.95	2.33	3.23	1.27	2.95	2.33	3.23	1.24	0.92	3.16	2.83	2.22	3.51	0.05	2.67	2.73	36.36	11.94	17.18	90.73	145
M_surface_10_m2_179	Cyanobacteria	Bacteria	5.32	3.27	3.59	2.97	3.8	3.26	4.61	1.1	2.57	2.02	2.93	1.1	2.57	2.02	2.93	1.21	0.88	3.46	3.15	2.42	3.84	0.06	2.43	2.75	35.43	10.7	18.1	91.01	127
M_DeepCast_10m_m1_171	Cyanobacteria	Bacteria	3.21	2.31	0.42	1.82	10.52	2.07	3.58	5.31	1.64	1.94	1.62	5.31	1.64	1.94	1.62	0.8	0.06	1.73	1.42	1.07	0.53	1.27	1.46	0.44	34.44	11.36	7.91	7.97	1265
M_DeepCast_200m_mx_047	Cyanobacteria	Bacteria	2.68	3.45	1.04	2.32	2.34	1.73	3.84	6.5	3.37	3.51	3.49	6.5	3.37	3.51	3.49	0.7	0.41	1.66	1.83	1.23	1.54	0.81	2.83	2.5	34.27	17.98	12.4	23.32	2959
K_DeepCast_250m_m2_038	Cyanobacteria	Bacteria	4.06	2.73	2.56	2.27	2.98	3.56	5.65	1.46	2.89	2.32	3.42	1.46	2.89	2.32	3.42	1.22	0.9	2.56	2.41	1.9	2.94	0.05	2.81	2.75	33.89	12.21	15.42	90.04	347
M_surface_10_mx_073	Cyanobacteria	Bacteria	2.69	2.79	0.75	2	4.55	1.51	3.45	6.89	2.76	2.59	2.8	6.89	2.76	2.59	2.8	0.68	0.31	1.58	1.56	1.14	1.2	1.12	2.02	1.66	32.77	16.04	10.29	22.55	3079
M_DeepCast_100m_mx_041	Cyanobacteria	Bacteria	2.99	3.51	1.07	2.66	2.95	1.65	3.2	3.86	2.9	3.57	2.56	3.86	2.9	3.57	2.56	0.66	0.46	1.63	1.82	1.15	1.42	0.58	2.16	2.24	30.93	14	11.01	34.84	1169
M_DeepCast_400m_m2_330	Cyanobacteria	Bacteria	3.22	3.6	1.81	2.58	2.68	2.29	3.11	2.76	2.56	2.24	2.66	2.76	2.56	2.24	2.66	0.71	0.71	2.34	2.33	1.54	2.18	0.45	2.59	2.39	29.52	11.64	13.82	25.05	392
M_DeepCast_200m_mx_041	Cyanobacteria	Bacteria	3.7	2.47	2.64	2.23	3.09	2.4	3.4	1.03	1.97	1.54	2.08	1.03	1.97	1.54	2.08	0.88	0.67	2.55	2.31	1.8	2.83	0.11	2.15	2.07	26.56	8.18	13.82	80.07	2226
M_DeepCast_10m_m1_011	Cyanobacteria	Bacteria	3.64	2.38	2.49	2.1	2.72	2.36	3.55	0.9	2.04	1.59	2.01	0.9	2.04	1.59	2.01	0.82	0.63	2.38	2.18	1.7	2.66	0.05	1.88	1.95	25.8	7.99	12.81	78.06	1142
K_DeepCast_300m_m2_098	Cyanobacteria	Bacteria	3.17	2.1	1.95	1.71	2.22	2.46	3.84	0.87	2.04	1.71	2.29	0.87	2.04	1.71	2.29	0.88	0.66	2.04	1.86	1.61	2.36	0.15	2	2.01	24.35	8.45	12.02	85.7	540
K_Offshore_surface_m2_011	Cyanobacteria	Bacteria	3.22	2.29	3.01	2.26	4.89	1.84	2.31	0.44	1.36	1.51	1.1	0.44	1.36	1.51	1.1	0.95	0.76	2.69	2.4	2.25	2.87	0.63	3.81	2.24	24.25	6.13	16.9	98.91	52
M_surface_6_m2_128	Cyanobacteria	Bacteria	2.72	1.68	1.87	1.49	1.91	2.48	3.76	0.92	1.94	1.43	2.59	0.92	1.94	1.43	2.59	0.85	0.65	1.76	1.64	1.3	2.05	0.03	1.85	2	22.78	8.38	10.64	42.59	67
K_DeepCast_35m_m2_023	Cyanobacteria	Bacteria	3.37	2.64	2.01	1.81	2.41	1.88	2.48	0.93	1.46	1.16	1.49	0.93	1.46	1.16	1.49	0.68	0.53	2.19	1.94	1.82	2.62	0.1	1.82	1.67	21.64	6.26	12.16	96.55	696
M_surface_9_mx_081	Cyanobacteria	Bacteria	1.79	1.7	0.45	1.32	3.7	0.94	2.15	4.27	1.65	1.64	1.73	4.27	1.65	1.64	1.73	0.28	0.15	0.95	0.94	0.66	0.62	0.32	1.15	0.88	21.33	9.71	5.52	30.53	1565
K_Offshore_0m_m2_072	Cyanobacteria	Bacteria	2.78	1.71	2.13	1.78	2.13	1.4	2.21	0.44	1.34	1.1	1.08	0.44	1.34	1.1	1.08	0.53	0.41	1.81	1.6	1.31	2.12	0.03	1.13	1.33	18.09	4.89	9.33	74.69	684
K_DeepCast_35m_m2_318	Cyanobacteria	Bacteria	2.62	1.67	1.79	1.51	1.87	1.5	2.3	0.48	1.33	1.02	1.18	0.48	1.33	1.02	1.18	0.54	0.41	1.76	1.57	1.26	2.02	0.04	1.21	1.29	17.27	4.96	9.16	95.06	460
K_DeepCast_150m_m2_006	Cyanobacteria	Bacteria	2.53	1.62	1.69	1.44	1.8	1.42	2.18	0.61	1.27	1.01	1.15	0.61	1.27	1.01	1.15	0.51	0.39	1.71	1.47	1.24	1.95	0.03	1.18	1.28	16.71	4.94	8.86	84.16	888
K_Offshore_surface_m1_122	Cyanobacteria	Bacteria	1.33	1.69	1.21	1.13	2.91	1.09	0.81	1.71	1.03	2.68	0.94	1.71	1.03	2.68	0.94	0.29	0.14	0.9	0.57	0.22	0.48	0.02	3.09	1.12	16.54	6.8	6.41	12.42	1823
K_Offshore_surface_m1_225	Cyanobacteria	Bacteria	2.62	1.67	2.05	1.67	2.41	1.19	1.66	0.35	1.02	0.79	0.84	0.35	1.02	0.79	0.84	0.46	0.34	1.84	1.65	1.31	2.04	0.13	1.03	1.11	16.26	3.8	9.11	81.65	727
K_Offshore_40m_mx_205	Cyanobacteria	Bacteria	1.28	2.26	0.65	1.81	1.44	1.06	1.67	2.29	0.78	0.9	1.48	2.29	0.78	0.9	1.48	0.3	0.21	1.09	0.98	0.57	0.86	0.09	0.75	0.6	15.61	5.96	4.94	8.96	5
M_surface_10_m2_157	Cyanobacteria	Bacteria	1.63	1.58	0.96	2.47	1.85	0.86	1.49	0.91	1.22	1.29	1.16	0.91	1.22	1.29	1.16	0.34	0.25	0.74	0.73	0.62	0.86	0.4	0.92	1.05	15.42	5.18	5.31	11.85	8
K_Offshore_surface_m2_239	Cyanobacteria	Bacteria	2.04	1.88	1.53	1.46	2.87	0.76	1.17	0.27	0.67	0.52	0.61	0.27	0.67	0.52	0.61	0.28	0.21	1.38	1.36	0.95	1.43	0.09	0.66	0.65	13.79	2.57	6.51	95.89	343
M_DeepCast_200m_m1_110	Cyanobacteria	Bacteria	1.36	1.6	0.57	1.23	1.35	0.63	1.25	1.4	1.08	1.36	0.98	1.4	1.08	1.36	0.98	0.75	0.42	0.87	0.92	0.68	0.88	1.52	1.11	1.06	12.8	5.98	7.03	30.22	1604
K_Offshore_40m_m2_224	Cyanobacteria	Bacteria	1.68	1.08	1.24	1.12	1.3	0.97	1.5	0.3	0.89	0.72	0.75	0.3	0.89	0.72	0.75	0.35	0.27	1.1	0.99	0.8	1.27	0.02	0.77	0.85	11.56	3.28	5.8	85.56	847
M_DeepCast_100m_m2_281	Cyanobacteria	Bacteria	1.7	1.07	1.21	1.03	1.27	0.96	1.45	0.47	0.87	0.66	0.77	0.47	0.87	0.66	0.77	0.34	0.27	1.12	1	0.79	1.26	0.02	0.73	0.85	11.46	3.38	5.77	85.97	878
M_DeepCast_10m_m2_062	Cyanobacteria	Bacteria	1.07	1.16	0.31	0.88	0.68	0.73	1.35	0.73	1.31	2.08	0.96	0.73	1.31	2.08	0.96	0.3	0.2	0.59	0.65	0.44	0.6	0.28	0.75	1.01	11.27	5.59	4.32	18.01	325
K_DeepCast_250m_m2_308	Cyanobacteria	Bacteria	1.64	1.05	1.16	0.97	1.22	0.97	1.51	0.32	0.86	0.69	0.79	0.32	0.86	0.69	0.79	0.35	0.27	1.06	1.05	0.8	1.25	0.02	0.8	0.86	11.18	3.28	5.84	79.24	820
M_surface_10_m2_146	Cyanobacteria	Bacteria	1.55	0.97	1.13	0.97	1.16	0.76	1.22	0.24	0.74	0.62	0.55	0.24	0.74	0.62	0.55	0.28	0.22	1.03	0.93	0.73	1.16	0.02	0.6	0.71	9.9	2.64	5.19	91.08	536
M_surface_10_mx_133	Cyanobacteria	Bacteria	0.8	0.7	0.39	0.9	1.2	0.4	0.83	0.69	0.71	0.73	0.66	0.69	0.71	0.73	0.66	0.14	0.11	0.44	0.46	0.46	0.48	0.17	0.3	0.48	8.02	3.04	2.79	33.15	600
M_DeepCast_100m_mx_180	Cyanobacteria	Bacteria	0.84	0.72	0.48	0.64	0.55	0.52	0.57	0.37	0.59	0.51	0.49	0.37	0.59	0.51	0.49	0.25	0.2	0.63	0.67	0.48	0.67	0.21	0.57	0.69	6.29	2.42	3.92	32.5	853
K_DeepCast_0m_mx_142	Cyanobacteria	Bacteria	0.9	0.54	0.33	0.48	0.5	0.3	0.44	0.43	0.38	0.39	0.34	0.43	0.38	0.39	0.34	0.12	0.08	0.43	0.44	0.33	0.51	0.12	0.3	0.36	5.04	1.75	2.5	64.86	1662
K_Offshore_120m_mx_085	Cyanobacteria	Bacteria	0.26	0.38	0.08	0.21	0.17	0.34	0.62	0.88	0.44	0.56	0.65	0.88	0.44	0.56	0.65	2.59	1.29	0.93	0.61	0.84	1.13	6.1	1.12	1.25	4.57	6.41	11.99	9.94	509
M_surface_9_m1_291	Cyanobacteria	Bacteria	0.68	0.42	0.48	0.41	0.5	0.35	0.53	0.11	0.32	0.26	0.28	0.11	0.32	0.26	0.28	0.13	0.1	0.45	0.4	0.3	0.49	0.01	0.26	0.3	4.34	1.2	2.22	62.64	633
M_surface_7_m2_040	Cyanobacteria	Bacteria	0.47	0.29	0.36	0.31	0.39	0.24	0.39	0.07	0.27	0.22	0.17	0.07	0.27	0.22	0.17	0.09	0.07	0.31	0.27	0.22	0.33	0.01	0.19	0.23	3.19	0.89	1.56	88.48	524
M_surface_7_m1_222	Cyanobacteria	Bacteria	0.02	0.05	0.01	0.33	0.1	0.19	0.06	0.08	0.26	0.15	0.12	0.08	0.26	0.15	0.12	0.05	0.07	0.03	0.08	0.01	0.01	0.01	0.26	0.09	1.37	0.72	0.5	25.57	12248
K_DeepCast_1200m_m2_318	Deinococcus thermus	Bacteria	0.16	0.07	0	0.01	0.01	0.02	0.03	0.01	0.03	0.05	0.03	0.01	0.03	0.05	0.03	0.05	0.12	0.12	0.2	0.89	1.93	0.01	0.71	2.05	0.42	0.28	5.9	36.46	639
M_DeepCast_400m_m2_018	Deinococcus thermus	Bacteria	0.13	0.06	0	0	0	0.01	0.03	0	0.02	0.05	0.02	0	0.02	0.05	0.02	0.04	0.1	0.09	0.16	0.77	1.44	0.01	0.64	2	0.33	0.24	5.1	41.68	632
K_Offshore_40m_mx_060	Deltaproteobacteria	Bacteria	1.35	1.23	1.44	1.79	1.58	0.84	1.07	0.92	1.13	1.21	1.16	0.92	1.13	1.21	1.16	0.37	0.28	1.17	1.28	0.8	1.06	0.16	0.85	1.02	13.73	5.08	6.33	16.38	245
K_DeepCast_35m_m1_177	Deltaproteobacteria	Bacteria	2.43	2.25	0.91	0.91	0.78	0.99	0.4	0.06	0.5	0.14	0.2	0.06	0.5	0.14	0.2	0.43	0.18	1.4	1.52	2.01	2.23	0.13	1.39	1.2	9.58	1.52	9.88	74	1028
K_DeepCast_35m_m2_009	Deltaproteobacteria	Bacteria	1.17	1.84	0.5	0.67	0.45	0.43	0.28	0.08	0.17	0.29	0.17	0.08	0.17	0.29	0.17	0.23	0.19	1.01	1.26	0.84	0.97	0.55	0.53	0.68	6.04	1.13	5.84	92.26	218
K_DeepCast_35m_m1_088	Deltaproteobacteria	Bacteria	1.03	0.91	0.29	0.4	0.26	0.41	0.33	0.07	0.47	0.26	0.13	0.07	0.47	0.26	0.13	0.17	0.09	0.82	0.97	0.59	0.94	0.03	0.52	0.53	4.56	1.19	4.4	91.36	532
M_DeepCast_100m_m2_010	Deltaproteobacteria	Bacteria	0.7	0.61	0.3	0.24	0.29	1	0.33	0.07	0.14	0.62	0.21	0.07	0.14	0.62	0.21	0.9	0.67	0.48	0.52	0.4	0.59	1.7	1.58	1.75	4.51	2.61	7.01	93.22	285
K_Offshore_0m_m1_055	Deltaproteobacteria	Bacteria	0.92	0.42	0.89	0.61	0.71	0.27	0.19	0.02	0.21	0.12	0.05	0.02	0.21	0.12	0.05	0.13	0.07	0.83	1.05	0.48	0.8	0.02	0.37	0.33	4.4	0.6	3.88	80.53	904
K_Offshore_surface_mx_035	Deltaproteobacteria	Bacteria	0.34	0.38	0.36	0.37	0.42	0.19	0.2	0.22	0.18	0.2	0.13	0.22	0.18	0.2	0.13	0.1	0.08	0.29	0.33	0.25	0.27	0.13	0.26	0.29	3	0.91	1.83	15.59	365
